ClientID,ClientName,ContainerSize,Waste,ActionType,Additional,opening,closing,Place
35,randomClient_34,12,dangerous,5,15,0,600,Brussel
36,randomClient_35,18,dangerous,3,0,0,600,Herentals
37,randomClient_36,20,paper,5,0,0,600,Herentals
38,randomClient_37,5,dangerous,5,20,0,600,Mechelen
39,randomClient_38,18,general,4,0,0,600,Zaventem
40,randomClient_39,18,construction,3,20,0,600,Boutersem
41,randomClient_40,15,dangerous,5,0,0,600,Grimbergen
42,randomClient_41,18,paper,4,0,0,600,Louvain-La-Neuve
43,randomClient_42,18,paper,2,0,0,600,Mechelen
44,randomClient_43,5,general,1,20,0,600,Diest
45,randomClient_44,5,construction,5,0,0,600,Boutersem
46,randomClient_45,20,dangerous,2,0,0,600,Brugge
47,randomClient_46,18,paper,3,15,0,600,Brugge
48,randomClient_47,20,paper,2,20,0,600,Mechelen
49,randomClient_48,12,general,4,0,0,600,Liers
50,randomClient_49,20,construction,2,0,0,600,Leuven
51,randomClient_50,5,construction,2,20,0,600,Zonhoven
52,randomClient_51,15,paper,5,20,0,600,Geel
53,randomClient_52,18,general,3,0,0,600,Boutersem
54,randomClient_53,18,dangerous,1,20,0,600,Mol
55,randomClient_54,12,general,5,15,0,600,Leuven
56,randomClient_55,18,paper,5,0,0,600,Veurne
57,randomClient_56,18,dangerous,3,20,0,600,Gent
58,randomClient_57,20,dangerous,2,0,0,600,Antwerpen
59,randomClient_58,12,paper,1,0,0,600,Hasselt
60,randomClient_59,18,general,5,15,0,600,Aarschot
61,randomClient_60,5,general,1,0,0,600,Kortrijk
62,randomClient_61,10,construction,2,0,0,600,Diest
63,randomClient_62,18,construction,2,15,0,600,Herentals
64,randomClient_63,15,general,1,0,0,600,Brussel
65,randomClient_64,15,general,3,20,0,600,Hasselt
66,randomClient_65,5,dangerous,4,0,0,600,Hasselt
67,randomClient_66,20,paper,4,0,0,600,Grimbergen
68,randomClient_67,12,paper,3,0,0,600,Geel
69,randomClient_68,20,paper,5,0,0,600,Ieper
70,randomClient_69,15,construction,1,15,0,600,Mechelen
71,randomClient_70,10,dangerous,4,0,0,600,Mol
72,randomClient_71,10,construction,1,15,0,600,Tienen
73,randomClient_72,5,construction,1,0,0,600,Mechelen
74,randomClient_73,10,dangerous,4,0,0,600,Kortrijk
75,randomClient_74,10,general,4,0,0,600,Aarschot
76,randomClient_75,12,general,4,0,0,600,Hasselt
77,randomClient_76,12,paper,2,0,0,600,Leuven
78,randomClient_77,10,general,1,0,0,600,Ieper
79,randomClient_78,18,general,1,0,0,600,Brugge
80,randomClient_79,20,construction,3,0,0,600,Zaventem
81,randomClient_80,10,paper,4,0,0,600,Geel
82,randomClient_81,12,dangerous,3,0,0,600,Leuven
83,randomClient_82,15,construction,3,0,0,600,Liers
84,randomClient_83,5,general,2,20,0,600,Duffel
85,randomClient_84,15,paper,5,0,0,600,Mol
86,randomClient_85,15,dangerous,3,15,0,600,Mechelen
87,randomClient_86,12,paper,2,0,0,600,Leuven
88,randomClient_87,12,general,3,0,0,600,Leuven
89,randomClient_88,15,construction,4,0,0,600,Brussel
90,randomClient_89,12,dangerous,2,0,0,600,Brussel
91,randomClient_90,5,dangerous,4,0,0,600,Antwerpen
92,randomClient_91,20,paper,3,0,0,600,Boutersem
93,randomClient_92,5,construction,3,0,0,600,Ieper
94,randomClient_93,18,construction,2,0,0,600,Boutersem
95,randomClient_94,20,general,5,0,0,600,Mechelen
96,randomClient_95,5,construction,3,0,0,600,Glain
97,randomClient_96,12,construction,1,0,0,600,Herentals
98,randomClient_97,5,paper,2,0,0,600,Zaventem
99,randomClient_98,15,general,2,15,0,600,Kortrijk
100,randomClient_99,10,general,4,20,0,600,Gent
101,randomClient_100,20,paper,3,15,0,600,Zaventem
102,randomClient_101,15,construction,2,0,0,600,Brussel
103,randomClient_102,12,construction,4,0,0,600,Antwerpen
104,randomClient_103,10,construction,2,0,0,600,Diest
105,randomClient_104,15,construction,1,0,0,600,Brugge
106,randomClient_105,10,paper,4,15,0,600,Mol
107,randomClient_106,10,dangerous,3,0,0,600,Leuven
108,randomClient_107,15,general,4,0,0,600,Diest
109,randomClient_108,15,paper,5,0,0,600,Gent
110,randomClient_109,5,paper,3,20,0,600,Leuven
111,randomClient_110,15,construction,3,0,0,600,Antwerpen
112,randomClient_111,5,paper,4,0,0,600,Mol
113,randomClient_112,12,paper,3,20,0,600,Antwerpen
114,randomClient_113,18,paper,4,0,0,600,Mechelen
115,randomClient_114,18,general,5,0,0,600,Leuven
116,randomClient_115,10,paper,3,15,0,600,Zelzate
117,randomClient_116,20,general,1,0,0,600,Brugge
118,randomClient_117,15,general,3,0,0,600,Hasselt
119,randomClient_118,10,construction,3,20,0,600,Mechelen
120,randomClient_119,5,paper,1,0,0,600,Veurne
121,randomClient_120,20,general,5,0,0,600,Liers
122,randomClient_121,10,construction,5,0,0,600,Leuven
123,randomClient_122,5,construction,5,0,0,600,Aarschot
124,randomClient_123,18,general,1,20,0,600,Brussel
125,randomClient_124,5,dangerous,4,0,0,600,Duffel
126,randomClient_125,15,construction,1,15,0,600,Tienen
127,randomClient_126,5,general,4,0,0,600,Liers
128,randomClient_127,15,paper,5,0,0,600,Diest
129,randomClient_128,5,dangerous,5,0,0,600,Aarschot
130,randomClient_129,10,construction,2,0,0,600,Leuven
131,randomClient_130,12,construction,4,0,0,600,Antwerpen
132,randomClient_131,15,dangerous,3,0,0,600,Zonhoven
133,randomClient_132,12,dangerous,4,0,0,600,Herentals
134,randomClient_133,18,paper,1,0,0,600,Liers
135,randomClient_134,5,paper,2,15,0,600,Liers
136,randomClient_135,20,general,3,0,0,600,Sint-Katelijne-Waver
137,randomClient_136,12,general,1,20,0,600,Louvain-La-Neuve
138,randomClient_137,18,dangerous,1,20,0,600,Hasselt
139,randomClient_138,20,general,5,0,0,600,Boom
140,randomClient_139,18,construction,4,15,0,600,Geel
141,randomClient_140,15,construction,1,0,0,600,Leuven
142,randomClient_141,12,dangerous,5,15,0,600,Leuven
143,randomClient_142,12,paper,1,0,0,600,Mol
144,randomClient_143,18,construction,1,20,0,600,Boutersem
145,randomClient_144,10,dangerous,3,15,0,600,Sint-Katelijne-Waver
146,randomClient_145,18,construction,5,0,0,600,Geel
147,randomClient_146,20,dangerous,4,0,0,600,Leuven
148,randomClient_147,10,general,2,0,0,600,Zonhoven
149,randomClient_148,18,general,3,20,0,600,Mol
150,randomClient_149,20,general,4,0,0,600,Glain
151,randomClient_150,10,dangerous,2,20,0,600,Hasselt
152,randomClient_151,5,paper,4,0,0,600,Diest
153,randomClient_152,10,construction,4,0,0,600,Veurne
154,randomClient_153,18,construction,5,0,0,600,Glain
155,randomClient_154,12,construction,1,0,0,600,Aarschot
156,randomClient_155,15,dangerous,3,15,0,600,Hasselt
157,randomClient_156,18,dangerous,3,20,0,600,Aarschot
158,randomClient_157,18,general,1,0,0,600,Brussel
159,randomClient_158,12,paper,2,15,0,600,Glain
160,randomClient_159,5,paper,5,0,0,600,Mol
161,randomClient_160,5,dangerous,4,0,0,600,Boom
162,randomClient_161,5,dangerous,4,20,0,600,Antwerpen
163,randomClient_162,15,construction,5,15,0,600,Brussel
164,randomClient_163,10,construction,4,0,0,600,Leuven
165,randomClient_164,5,paper,2,0,0,600,Hasselt
166,randomClient_165,20,general,1,20,0,600,Aarschot
167,randomClient_166,10,general,4,0,0,600,Sint-Katelijne-Waver
168,randomClient_167,10,dangerous,1,0,0,600,Duffel
169,randomClient_168,18,paper,2,20,0,600,Duffel
170,randomClient_169,20,construction,2,0,0,600,Geel
171,randomClient_170,15,paper,4,0,0,600,Ieper
172,randomClient_171,10,dangerous,3,0,0,600,Kortrijk
173,randomClient_172,5,paper,3,0,0,600,Aarschot
174,randomClient_173,10,paper,4,15,0,600,Brussel
175,randomClient_174,5,dangerous,4,15,0,600,Kortrijk
176,randomClient_175,20,construction,1,20,0,600,Veurne
177,randomClient_176,10,general,5,20,0,600,Leuven
178,randomClient_177,15,construction,2,0,0,600,Glain
179,randomClient_178,18,paper,2,0,0,600,Liers
180,randomClient_179,10,dangerous,5,0,0,600,Louvain-La-Neuve
181,randomClient_180,12,general,5,0,0,600,Brugge
182,randomClient_181,20,construction,2,20,0,600,Antwerpen
183,randomClient_182,15,dangerous,1,20,0,600,Geel
184,randomClient_183,18,construction,4,15,0,600,Mol
185,randomClient_184,15,general,5,15,0,600,Leuven
186,randomClient_185,20,general,2,15,0,600,Leuven
187,randomClient_186,5,paper,4,0,0,600,Zonhoven
188,randomClient_187,10,dangerous,2,0,0,600,Geel
189,randomClient_188,12,construction,2,0,0,600,Brugge
190,randomClient_189,12,general,2,0,0,600,Glain
191,randomClient_190,15,general,2,0,0,600,Leuven
192,randomClient_191,12,construction,4,0,0,600,Louvain-La-Neuve
193,randomClient_192,5,general,3,15,0,600,Tienen
194,randomClient_193,10,paper,1,0,0,600,Diest
195,randomClient_194,18,construction,3,15,0,600,Sint-Katelijne-Waver
196,randomClient_195,5,paper,3,0,0,600,Liers
197,randomClient_196,18,dangerous,3,0,0,600,Kortrijk
198,randomClient_197,15,general,4,15,0,600,Brugge
199,randomClient_198,5,construction,2,0,0,600,Tienen
200,randomClient_199,12,general,1,0,0,600,Brussel
